customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
2519-LBNQL;Male;1;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check; R$ 104,35 ; R$ 6.339,45 ;No
8623-ULFNQ;Female;1;No;No;26;Yes;Yes;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check; R$ 66,05 ; R$ 1.652,40 ;No
8380-PEFPE;Male;0;No;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 71,65 ; R$ 71,65 ;Yes
5687-DKDTV;Female;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,35 ; R$ 77,50 ;Yes
1568-LJSZU;Male;0;Yes;Yes;68;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 92,20 ; R$ 6.392,85 ;No
7530-HDYDS;Female;0;No;No;38;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic); R$ 84,25 ; R$ 3.264,50 ;Yes
7789-HKSBS;Female;1;Yes;No;42;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic); R$ 105,20 ; R$ 4.599,15 ;No
7416-CKTEP;Female;0;Yes;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic); R$ 19,60 ; R$ 1.134,25 ;No
2586-CWXVV;Male;0;Yes;No;54;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check; R$ 30,40 ; R$ 1.621,35 ;No
3096-IZETN;Female;0;No;No;12;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic); R$ 78,10 ; R$ 947,30 ;Yes
2348-KCJLT;Female;0;Yes;No;44;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Mailed check; R$ 61,50 ; R$ 2.722,20 ;No
8401-EMUWF;Male;0;Yes;Yes;42;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic); R$ 69,40 ; R$ 3.058,30 ;No
4193-IBKSW;Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 24,75 ; R$ 1.769,60 ;No
5377-NDTOU;Female;0;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check; R$ 91,05 ; R$ 6.293,75 ;No
5922-ABDVO;Female;0;Yes;No;19;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check; R$ 89,65 ; R$ 1.761,05 ;Yes
2474-LCNUE;Female;0;Yes;No;23;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic); R$ 73,65 ; R$ 1.642,75 ;No
0839-QNXME;Female;0;No;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 19,40 ; R$ 578,50 ;No
3506-OVLKD;Male;0;No;No;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic); R$ 26,20 ; R$ 954,90 ;No
9172-ANCRX;Female;0;No;No;10;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 98,70 ; R$ 973,25 ;Yes
6650-VJONK;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 43,85 ; R$ 43,85 ;No
2178-PMGCJ;Male;0;No;No;22;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 69,70 ; R$ 1.490,40 ;No
7492-TAFJD;Male;0;Yes;Yes;7;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Mailed check; R$ 38,55 ; R$ 280,00 ;No
2773-MADBQ;Female;0;No;No;36;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check; R$ 53,10 ; R$ 1.901,25 ;No
6016-LVTJQ;Female;0;Yes;Yes;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,65 ; R$ 716,40 ;No
7860-KSUGX;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Credit card (automatic); R$ 64,45 ; R$ 4.720,00 ;No
8966-KZXXA;Male;0;Yes;Yes;36;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 25,10 ; R$ 930,95 ;No
6910-HADCM;Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check; R$ 76,35 ; R$ 76,35 ;Yes
4816-LXZYW;Female;0;No;No;23;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 79,15 ; R$ 1.676,95 ;Yes
9606-PBKBQ;Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 85,00 ; R$ 2.642,05 ;Yes
5149-QYTTU;Female;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic); R$ 95,15 ; R$ 6.770,85 ;No
2070-XYMFH;Female;1;No;No;23;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check; R$ 79,35 ; R$ 1.835,30 ;No
2085-BOJKI;Male;0;Yes;No;17;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic); R$ 96,65 ; R$ 1.588,25 ;No
0817-HSUSE;Male;0;No;No;1;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 75,50 ; R$ 75,50 ;No
5442-PPTJY;Male;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,70 ; R$ 258,35 ;No
1927-QEWMY;Female;0;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 20,50 ; R$ 1.502,25 ;No
1663-MHLHE;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 19,20 ; R$ 19,20 ;No
5663-QBGIS;Male;1;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;No;Bank transfer (automatic); R$ 98,35 ; R$ 6.929,40 ;No
4450-MDZFX;Male;0;Yes;Yes;60;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic); R$ 74,35 ; R$ 4.453,30 ;No
6701-DHKWQ;Female;0;Yes;Yes;61;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic); R$ 51,35 ; R$ 3.244,40 ;No
7554-AKDQF;Female;0;Yes;No;6;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 45,65 ; R$ 323,45 ;No
3536-IQCTX;Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check; R$ 85,30 ; R$ 2.661,10 ;Yes
4911-BANWH;Female;0;No;Yes;31;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic); R$ 86,55 ; R$ 2.697,40 ;Yes
8496-EJAUI;Male;0;No;No;19;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 73,85 ; R$ 1.424,50 ;Yes
0794-YVSGE;Male;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 20,30 ; R$ 1.401,15 ;No
5423-BHIXO;Female;0;No;No;32;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 54,20 ; R$ 1.739,60 ;No
6908-VVYHM;Male;0;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 90,65 ; R$ 5.931,00 ;No
2959-EEXWB;Female;0;Yes;Yes;45;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 50,90 ; R$ 2.333,85 ;No
1839-UMACK;Male;0;No;No;42;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; R$ 25,05 ; R$ 949,85 ;No
3030-YDNRM;Male;0;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 74,85 ; R$ 572,45 ;No
7321-KKSDU;Male;0;No;Yes;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 20,50 ; R$ 696,80 ;No
3402-XRIUO;Female;1;Yes;No;22;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check; R$ 63,55 ; R$ 1.381,80 ;No
3132-TVFDZ;Male;1;Yes;No;57;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 44,85 ; R$ 2.572,95 ;Yes
8286-AFUYI;Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 47,95 ; R$ 47,95 ;No
8080-DDEMJ;Male;1;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 45,10 ; R$ 45,10 ;Yes
8356-WUAOJ;Female;0;Yes;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 45,00 ; R$ 45,00 ;No
6365-MTGZX;Male;0;No;No;24;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 96,00 ; R$ 2.122,45 ;Yes
1349-WXNGG;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic); R$ 20,05 ; R$ 20,05 ;Yes
8058-DMYRU;Male;1;No;No;54;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 90,05 ; R$ 4.931,80 ;No
9350-ZXYJC;Female;0;No;No;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic); R$ 25,30 ; R$ 116,95 ;No
6990-YNRIO;Male;0;Yes;Yes;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic); R$ 108,65 ; R$ 6.937,95 ;Yes
8958-JPTRR;Female;0;Yes;No;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; R$ 24,30 ; R$ 1.261,70 ;No
6959-GQEGV;Male;0;No;No;45;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 75,95 ; R$ 3.273,80 ;No
3173-WSSUE;Female;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 19,70 ; R$ 1.415,85 ;No
1265-HVPZB;Male;0;Yes;No;59;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic); R$ 66,40 ; R$ 3.958,20 ;No
4115-UMJFQ;Male;0;No;No;69;No;No phone service;DSL;No;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic); R$ 35,75 ; R$ 2.492,25 ;No
7369-TRPFD;Male;0;No;No;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 18,80 ; R$ 279,20 ;No
1098-KFQEC;Female;0;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 19,40 ; R$ 1.083,00 ;No
7190-XHTWJ;Female;0;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 19,30 ; R$ 755,50 ;No
0621-TWIEM;Male;0;No;No;10;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 45,55 ; R$ 402,60 ;Yes
3537-RYBHH;Female;1;Yes;No;47;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 67,45 ; R$ 3.252,00 ;No
2485-ITVKB;Female;0;Yes;No;2;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 35,10 ; R$ 68,75 ;Yes
3669-OYSJI;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic); R$ 46,20 ; R$ 46,20 ;Yes
1612-EOHDH;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 45,15 ; R$ 45,15 ;Yes
6702-OHFWR;Male;1;No;No;1;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 43,30 ; R$ 43,30 ;Yes
5296-BFCYD;Male;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check; R$ 20,10 ; R$ 936,85 ;No
4510-PYUSH;Female;1;No;No;38;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 57,15 ; R$ 2.250,65 ;Yes
9359-JANWS;Female;0;Yes;No;65;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Credit card (automatic); R$ 58,90 ; R$ 3.857,10 ;No
7517-SAWMO;Female;0;Yes;No;19;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 73,20 ; R$ 1.441,10 ;Yes
4143-HHPMK;Male;0;No;No;52;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 85,35 ; R$ 4.338,60 ;Yes
3279-DYZQM;Male;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,45 ; R$ 1.378,45 ;No
7054-LGEQW;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 45,95 ; R$ 45,95 ;Yes
0523-VNGTF;Female;1;No;No;52;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check; R$ 50,50 ; R$ 2.566,30 ;No
9575-IWCAZ;Male;0;Yes;No;6;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 25,10 ; R$ 171,00 ;No
7105-MXJLL;Female;1;Yes;No;26;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check; R$ 60,70 ; R$ 1.597,40 ;No
7064-FRRSW;Male;1;No;No;48;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check; R$ 99,00 ; R$ 4.744,35 ;No
7940-UQQUG;Female;0;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic); R$ 104,40 ; R$ 6.721,60 ;No
0923-PNFUB;Female;0;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check; R$ 83,75 ; R$ 247,25 ;Yes
3961-SXAXY;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 44,05 ; R$ 44,05 ;No
7010-BRBUU;Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 24,10 ; R$ 1.734,65 ;No
3566-HJGPK;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 45,55 ; R$ 45,55 ;No
3062-ICYZQ;Female;0;Yes;Yes;51;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 93,80 ; R$ 4.539,35 ;No
9938-PRCVK;Female;0;Yes;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 19,70 ; R$ 804,25 ;No
0973-KYVNF;Female;0;Yes;Yes;72;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic); R$ 70,65 ; R$ 5.011,15 ;No
5129-HHMZC;Female;0;Yes;No;43;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic); R$ 86,45 ; R$ 3.574,50 ;No
9637-CDTKZ;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 114,10 ; R$ 8.086,40 ;No
3946-JEWRQ;Male;0;Yes;No;47;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic); R$ 95,20 ; R$ 4.563,00 ;No
7873-CVMAW;Male;0;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic); R$ 88,55 ; R$ 6.362,35 ;No
0463-WZZKO;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic); R$ 20,75 ; R$ 67,10 ;No
3494-JCHRQ;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 70,05 ; R$ 70,05 ;Yes
6474-FVJLC;Male;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 86,00 ; R$ 165,45 ;Yes
4524-QCSSM;Male;0;No;No;26;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 44,65 ; R$ 1.156,55 ;No
5832-EXGTT;Male;0;Yes;Yes;29;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check; R$ 60,20 ; R$ 1.834,15 ;No
8840-DQLGN;Female;1;Yes;No;35;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic); R$ 100,50 ; R$ 3.653,35 ;Yes
2039-JONDJ;Male;0;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Bank transfer (automatic); R$ 55,45 ; R$ 1.477,65 ;No
7217-JYHOQ;Male;0;Yes;Yes;24;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic); R$ 70,30 ; R$ 1.706,45 ;No
6695-FRVEC;Male;0;Yes;Yes;67;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic); R$ 60,40 ; R$ 3.953,70 ;No
4547-LYTDD;Female;0;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 72,65 ; R$ 1.194,30 ;Yes
9894-QMIMJ;Female;0;No;No;23;Yes;No;DSL;No;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic); R$ 55,80 ; R$ 1.327,85 ;No
8069-YQQAJ;Male;0;No;No;14;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 31,10 ; R$ 419,70 ;No
6770-XUAGN;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check; R$ 21,00 ; R$ 21,00 ;Yes
4193-ORFCL;Female;1;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 45,10 ; R$ 45,10 ;Yes
1636-NTNCO;Male;1;No;No;4;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic); R$ 50,95 ; R$ 207,35 ;No
3466-WAESX;Male;0;No;Yes;16;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 69,10 ; R$ 1.083,70 ;No
9281-PKKZE;Female;0;Yes;No;46;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 43,95 ; R$ 2.007,85 ;No
3638-VBZTA;Male;0;No;Yes;68;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic); R$ 86,50 ; R$ 5.882,75 ;No
7459-IMVYU;Male;0;No;No;38;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check; R$ 69,95 ; R$ 2.657,55 ;No
7776-QWNFX;Male;1;Yes;No;30;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 50,40 ; R$ 1.527,50 ;Yes
6689-TCZHQ;Female;1;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check; R$ 78,95 ; R$ 378,40 ;Yes
8563-OYMQY;Male;0;No;No;17;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic); R$ 90,95 ; R$ 1.612,20 ;No
0754-EEBDC;Male;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,90 ; R$ 76,65 ;No
5777-ZPQNC;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; R$ 20,15 ; R$ 260,70 ;No
1951-IEYXM;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 90,60 ; R$ 6.441,85 ;No
3318-NMQXL;Male;0;No;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 92,00 ; R$ 266,80 ;No
3143-ILDAL;Male;0;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Electronic check; R$ 94,45 ; R$ 5.124,60 ;Yes
1022-RKXDR;Female;0;No;No;41;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check; R$ 24,85 ; R$ 962,25 ;No
2361-FJWNO;Male;0;No;No;40;No;No phone service;DSL;No;Yes;No;Yes;No;No;One year;No;Credit card (automatic); R$ 36,00 ; R$ 1.382,90 ;No
2272-UOINI;Female;0;No;No;7;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 78,50 ; R$ 571,05 ;No
8232-UTFOZ;Male;0;No;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 19,95 ; R$ 1.399,35 ;No
3750-YHRYO;Male;0;Yes;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 20,65 ; R$ 150,00 ;No
6637-KYRCV;Female;0;Yes;Yes;5;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 30,50 ; R$ 167,20 ;No
5668-MEISB;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic); R$ 106,10 ; R$ 7.657,40 ;No
0129-QMPDR;Male;0;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic); R$ 20,50 ; R$ 865,05 ;No
7188-CBBBA;Female;0;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Electronic check; R$ 95,50 ; R$ 6.153,85 ;No
5356-CSVSQ;Female;0;No;No;3;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check; R$ 64,60 ; R$ 174,20 ;No
3221-CJMSG;Male;0;No;No;24;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic); R$ 51,10 ; R$ 1.269,60 ;No
4720-VSTSI;Female;0;No;No;44;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 84,80 ; R$ 3.862,55 ;Yes
3219-JQRSL;Female;1;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic); R$ 89,10 ; R$ 6.352,40 ;No
2801-NISEI;Male;0;No;No;24;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check; R$ 54,95 ; R$ 1.348,50 ;No
3946-MHCZW;Male;0;No;No;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check; R$ 50,90 ; R$ 50,90 ;Yes
4623-ZKHLY;Male;0;Yes;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic); R$ 20,45 ; R$ 471,55 ;No
6732-VAILE;Male;0;Yes;Yes;70;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 85,95 ; R$ 5.931,75 ;No
8201-AAXCB;Male;0;Yes;Yes;25;Yes;Yes;DSL;No;No;No;No;Yes;No;Month-to-month;No;Electronic check; R$ 60,35 ; R$ 1.404,65 ;No
7696-CFTAT;Male;0;Yes;Yes;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 19,80 ; R$ 726,10 ;No
1845-CSBRZ;Female;1;Yes;Yes;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic); R$ 85,35 ; R$ 1.961,60 ;No
2123-VSCOT;Female;0;Yes;Yes;59;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic); R$ 72,10 ; R$ 4.194,85 ;No
6651-AZVTJ;Male;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 99,80 ; R$ 4.872,45 ;Yes
4566-GOLUK;Male;0;Yes;Yes;47;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 107,35 ; R$ 5.118,95 ;Yes
2484-DGXPZ;Female;0;Yes;Yes;31;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; R$ 19,55 ; R$ 658,95 ;Yes
