Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size
DF94525;Oregon;486.062.003;No;Basic;College;1/23/11;Medical Leave;M;25854;Suburban;Single;68;24;37;0;9;Personal Auto;Personal L3;Offer1;Branch;396.284.835;Four-Door Car;Medsize
YO58424;Oregon;2.580.849.899;Yes;Basic;College;02/09/2011;Employed;M;46900;Suburban;Married;66;13;59;0;1;Corporate Auto;Corporate L1;Offer2;Web;316.8;Four-Door Car;Medsize
MP76478;Washington;8.646.504.109;Yes;Basic;High School or Below;01/02/2011;Employed;F;64125;Urban;Married;108;3;44;0;3;Corporate Auto;Corporate L3;Offer2;Branch;369.818.708;SUV;Large
HO92982;California;8.405.752.991;No;Basic;High School or Below;1/30/11;Employed;M;85355;Suburban;Married;71;34;47;2;2;Personal Auto;Personal L2;Offer2;Call Center;458.568.921;Two-Door Car;Small
MZ24175;Arizona;3.096.511.217;Yes;Extended;College;02/12/2011;Employed;F;21604;Suburban;Divorced;79;14;28;0;1;Personal Auto;Personal L3;Offer1;Branch;379.2;Four-Door Car;Medsize
YD48962;Arizona;294.122.893;No;Basic;High School or Below;1/17/11;Unemployed;M;0;Suburban;Divorced;107;0;62;0;2;Personal Auto;Personal L3;Offer3;Agent;513.6;SUV;Medsize
QB47024;Washington;5.898.733.666;No;Extended;Bachelor;2/17/11;Employed;F;53998;Suburban;Divorced;78;5;38;5;8;Personal Auto;Personal L3;Offer1;Call Center;414.519.064;Four-Door Car;Medsize
MF18493;California;1.749.752.201;Yes;Basic;College;2/28/11;Unemployed;M;0;Suburban;Divorced;73;9;94;0;2;Personal Auto;Personal L1;Offer1;Agent;350.4;Two-Door Car;Medsize
EP61084;Nevada;3.218.608.644;No;Extended;High School or Below;1/13/11;Employed;F;68776;Rural;Married;80;28;78;0;1;Personal Auto;Personal L3;Offer3;Call Center;87.861.666;Four-Door Car;Medsize
EN38348;Oregon;2.320.726.972;No;Extended;High School or Below;1/16/11;Employed;F;45039;Rural;Married;96;27;94;0;2;Personal Auto;Personal L2;Offer1;Agent;192.144.838;Four-Door Car;Large
HJ15383;Washington;8.032.401.911;No;Basic;Master;02/09/2011;Employed;M;27658;Rural;Married;68;4;75;0;2;Personal Auto;Personal L2;Offer3;Call Center;16.007.526;Four-Door Car;Medsize
LS98306;Nevada;139.185.348;No;Premium;High School or Below;01/08/2011;Employed;M;64113;Suburban;Divorced;117;24;32;0;2;Special Auto;Special L3;Offer1;Agent;561.6;Four-Door Car;Medsize
PZ47477;Arizona;8.966.309.774;No;Extended;High School or Below;1/30/11;Employed;M;41829;Suburban;Married;76;11;41;0;2;Personal Auto;Personal L2;Offer2;Call Center;416.365.369;Two-Door Car;Medsize
LT32391;California;1.198.198.481;Yes;Basic;Master;1/20/11;Retired;F;21514;Urban;Married;62;0;59;0;2;Personal Auto;Personal L3;Offer1;Agent;257.248.789;Two-Door Car;Medsize
KK30016;Nevada;5.532.629.846;No;Basic;Master;01/05/2011;Employed;M;27722;Suburban;Divorced;69;3;29;0;9;Personal Auto;Personal L3;Offer3;Call Center;331.2;Four-Door Car;Medsize
OA89218;Nevada;1.166.057.298;No;Premium;College;2/19/11;Employed;F;21506;Suburban;Divorced;151;11;42;0;4;Personal Auto;Personal L3;Offer2;Agent;826.658.992;Sports Car;Medsize
CY47265;Oregon;2.886.451.602;Yes;Extended;High School or Below;1/20/11;Retired;F;10312;Suburban;Married;78;10;63;0;1;Personal Auto;Personal L3;Offer2;Agent;486.278.557;Four-Door Car;Large
ZI47663;Arizona;1.274.184.754;Yes;Basic;Bachelor;01/07/2011;Employed;F;73054;Urban;Married;106;34;36;1;2;Personal Auto;Personal L2;Offer1;Branch;419.365.958;SUV;Medsize
GO14008;Oregon;5.398.098.108;No;Basic;Bachelor;1/21/11;Employed;F;73775;Suburban;Divorced;67;14;51;0;3;Personal Auto;Personal L3;Offer2;Agent;321.6;Four-Door Car;Medsize
BC43958;California;7.285.030.983;Yes;Basic;High School or Below;2/28/11;Employed;M;44788;Suburban;Married;61;6;48;0;2;Corporate Auto;Corporate L1;Offer2;Agent;386.031.248;Four-Door Car;Small
AI61368;Nevada;1.765.196.339;No;Extended;High School or Below;1/31/11;Medical Leave;F;22510;Suburban;Single;95;19;48;0;2;Personal Auto;Personal L3;Offer1;Web;456;Four-Door Car;Small
UF37831;Arizona;1.702.989.338;No;Extended;Master;02/09/2011;Employed;M;54613;Urban;Divorced;213;29;62;0;5;Personal Auto;Personal L3;Offer1;Call Center;731.559.007;Luxury SUV;Medsize
PO90615;Arizona;2.491.257.604;Yes;Basic;High School or Below;02/12/2011;Medical Leave;F;25965;Suburban;Divorced;65;23;27;0;1;Personal Auto;Personal L2;Offer1;Agent;329.206.567;Four-Door Car;Medsize
GY74661;Oregon;4.039.315.002;No;Basic;College;1/13/11;Employed;F;34911;Rural;Divorced;105;6;31;1;1;Personal Auto;Personal L3;Offer4;Agent;126.779.673;SUV;Large
MX50302;Oregon;2.619.337.376;Yes;Basic;Bachelor;02/05/2011;Employed;M;78618;Urban;Divorced;66;7;56;0;1;Special Auto;Special L3;Offer1;Agent;225.578.841;Two-Door Car;Medsize
TC84427;Oregon;5.049.689.638;No;Basic;High School or Below;01/01/2011;Employed;F;61080;Urban;Single;66;7;41;2;9;Personal Auto;Personal L3;Offer1;Call Center;294.284.951;Four-Door Car;Medsize
IQ82914;Oregon;4.983.457.132;No;Basic;Master;01/10/2011;Employed;F;60415;Rural;Divorced;62;10;31;0;5;Personal Auto;Personal L3;Offer2;Branch;72.665.253;Two-Door Car;Small
TY74870;California;2.530.639.412;No;Basic;Master;2/15/11;Medical Leave;F;25143;Rural;Divorced;66;34;38;0;1;Corporate Auto;Corporate L2;Offer1;Branch;8.737.111;Four-Door Car;Medsize
II83628;California;7.396.719.746;No;Basic;College;1/30/11;Employed;M;41045;Suburban;Single;64;9;28;1;2;Personal Auto;Personal L3;Offer2;Branch;394.582.401;Four-Door Car;Medsize
ZR77995;California;3.832.898.507;No;Extended;College;2/20/11;Employed;M;97729;Rural;Married;95;18;21;0;1;Personal Auto;Personal L3;Offer2;Web;97.176.153;Four-Door Car;Medsize
QT89604;Arizona;4.961.405.917;No;Basic;High School or Below;1/22/11;Employed;F;55702;Rural;Married;61;13;55;0;6;Personal Auto;Personal L3;Offer1;Agent;15.113.336;Four-Door Car;Medsize
AB21519;California;3.861.486.269;Yes;Extended;College;01/06/2011;Employed;F;93272;Urban;Married;95;3;54;0;1;Personal Auto;Personal L3;Offer2;Branch;281.110.788;Four-Door Car;Medsize
MP47256;California;2.265.853.652;Yes;Basic;Bachelor;1/25/11;Retired;M;23665;Suburban;Married;67;19;50;0;2;Personal Auto;Personal L3;Offer1;Branch;404.817.249;Four-Door Car;Medsize
MA47641;Oregon;1.040.896.865;Yes;Basic;High School or Below;2/18/11;Retired;M;20228;Suburban;Divorced;101;3;43;1;2;Personal Auto;Personal L3;Offer1;Branch;523.815.839;SUV;Medsize
GQ20713;Nevada;4.834.710.493;Yes;Basic;College;1/31/11;Employed;F;38713;Suburban;Divorced;66;31;69;4;6;Personal Auto;Personal L3;Offer2;Call Center;316.8;Four-Door Car;Medsize
WW87934;Arizona;8.257.666.512;Yes;Basic;Bachelor;01/12/2011;Disabled;F;23815;Suburban;Married;73;4;47;0;2;Personal Auto;Personal L3;Offer2;Call Center;424.330.166;Four-Door Car;Medsize
HF75276;Nevada;3.052.629.532;No;Extended;High School or Below;01/12/2011;Unemployed;F;0;Suburban;Divorced;93;15;31;3;1;Personal Auto;Personal L3;Offer1;Branch;446.4;Four-Door Car;Large
ET64028;California;4.012.319.346;No;Extended;High School or Below;1/18/11;Employed;F;47221;Suburban;Married;99;8;79;0;1;Personal Auto;Personal L2;Offer1;Agent;475.2;Two-Door Car;Large
QA41472;Oregon;1.335.548.637;No;Basic;Bachelor;1/14/11;Employed;M;34495;Urban;Married;113;27;29;0;2;Personal Auto;Personal L3;Offer3;Branch;389.673.944;SUV;Medsize
OZ92426;Oregon;236.443.161;No;Basic;College;1/18/11;Employed;M;46264;Urban;Single;62;17;75;0;1;Corporate Auto;Corporate L1;Offer4;Branch;19.937.361;Four-Door Car;Medsize
UM69933;Nevada;2.489.337.928;No;Basic;College;2/15/11;Employed;M;46051;Suburban;Married;63;16;34;0;1;Personal Auto;Personal L1;Offer3;Branch;302.4;Two-Door Car;Large
RQ11502;Nevada;4.755.720.009;No;Extended;Bachelor;02/11/2011;Retired;F;23975;Suburban;Married;128;8;39;0;1;Corporate Auto;Corporate L3;Offer1;Agent;614.4;SUV;Small
TX98128;California;1.386.438.495;No;Basic;College;2/18/11;Unemployed;F;0;Suburban;Single;74;4;12;4;2;Personal Auto;Personal L1;Offer1;Agent;580.886.785;Four-Door Car;Large
XY52165;Arizona;3.020.424.822;No;Basic;College;2/13/11;Employed;F;78561;Suburban;Married;74;7;50;0;1;Personal Auto;Personal L1;Offer1;Branch;355.2;Two-Door Car;Medsize
GB39003;California;6.285.305.195;No;Extended;High School or Below;02/07/2011;Unemployed;M;0;Suburban;Single;90;4;63;0;7;Personal Auto;Personal L3;Offer1;Agent;432;Two-Door Car;Medsize
VH43367;California;2.506.021.971;No;Basic;High School or Below;2/21/11;Employed;F;61402;Suburban;Married;63;14;56;2;1;Special Auto;Special L1;Offer1;Agent;302.4;Four-Door Car;Medsize
KG81168;Arizona;2.826.307.641;No;Basic;Bachelor;01/12/2011;Employed;M;65090;Rural;Married;71;28;3;0;1;Personal Auto;Personal L3;Offer3;Agent;73.995.096;Four-Door Car;Medsize
WU14549;Nevada;436.971.794;No;Premium;Master;01/11/2011;Employed;M;88495;Suburban;Married;108;2;83;0;1;Personal Auto;Personal L3;Offer1;Branch;535.926.948;Two-Door Car;Medsize
XB17553;Nevada;1.217.458.795;No;Basic;Bachelor;1/30/11;Employed;M;52797;Rural;Married;104;14;13;1;2;Personal Auto;Personal L3;Offer1;Agent;88.173.438;Sports Car;Small
MY88518;Nevada;3.528.044.252;Yes;Extended;Doctor;02/01/2011;Employed;M;31278;Suburban;Married;92;24;95;4;1;Personal Auto;Personal L1;Offer1;Branch;441.6;Two-Door Car;Medsize
XE18554;California;1.043.657.466;No;Extended;Bachelor;02/06/2011;Medical Leave;F;24177;Suburban;Married;92;4;37;1;2;Personal Auto;Personal L2;Offer1;Agent;441.6;Four-Door Car;Medsize
NY97446;Oregon;2.746.121.383;No;Basic;High School or Below;01/06/2011;Employed;F;96339;Urban;Married;68;1;44;0;1;Corporate Auto;Corporate L1;Offer2;Branch;293.205.349;Four-Door Car;Medsize
VT96364;California;9.175.171.899;No;Premium;Bachelor;1/28/11;Employed;M;68164;Rural;Single;119;27;37;2;6;Personal Auto;Personal L3;Offer1;Agent;222.582.872;Four-Door Car;Small
ZY20779;Washington;4.979.079.933;No;Basic;High School or Below;1/29/11;Unemployed;M;0;Suburban;Single;71;17;57;0;5;Personal Auto;Personal L1;Offer2;Agent;340.8;Two-Door Car;Medsize
NN65845;Washington;2.585.937.023;No;Basic;Bachelor;2/19/11;Disabled;F;21603;Suburban;Married;68;11;46;2;1;Personal Auto;Personal L3;Offer4;Branch;326.4;Four-Door Car;Large
VC54081;Oregon;9.449.745.947;No;Basic;College;02/10/2011;Unemployed;F;0;Rural;Married;63;11;20;0;2;Special Auto;Special L2;Offer1;Branch;117.744.416;Four-Door Car;Medsize
CE94751;California;4.568.819.387;No;Basic;College;02/06/2011;Unemployed;M;0;Suburban;Single;70;5;33;1;7;Personal Auto;Personal L3;Offer1;Branch;524.836.298;Two-Door Car;Medsize
VM85856;Oregon;2.574.020.376;Yes;Basic;Master;1/14/11;Employed;F;34990;Rural;Single;65;23;73;0;1;Personal Auto;Personal L3;Offer2;Web;42.689.135;Four-Door Car;Medsize
EH37385;Arizona;878.988.406;No;Basic;Master;2/22/11;Employed;F;22849;Suburban;Married;109;5;75;0;4;Personal Auto;Personal L3;Offer1;Call Center;523.2;Sports Car;Medsize
FI45719;Arizona;2.507.407.815;No;Basic;Doctor;2/18/11;Employed;M;32893;Urban;Married;63;13;14;0;1;Personal Auto;Personal L3;Offer3;Agent;174.086.385;Four-Door Car;Medsize
SB79528;Oregon;252.241.457;No;Basic;College;1/22/11;Unemployed;M;0;Suburban;Single;73;24;15;0;1;Corporate Auto;Corporate L3;Offer2;Branch;350.4;Two-Door Car;Medsize
WH81461;Nevada;7.542.713.967;No;Basic;College;1/29/11;Unemployed;M;0;Suburban;Single;111;7;25;0;3;Personal Auto;Personal L2;Offer3;Branch;1.186.972.445;SUV;Medsize
UD47050;Oregon;6.005.214.792;Yes;Extended;High School or Below;01/12/2011;Employed;M;26876;Suburban;Single;76;17;72;0;8;Corporate Auto;Corporate L2;Offer1;Agent;364.8;Four-Door Car;Medsize
XZ17273;Nevada;2.099.825.947;No;Basic;Bachelor;1/25/11;Employed;M;71663;Rural;Married;74;23;22;0;2;Corporate Auto;Corporate L3;Offer2;Web;84.494.022;Four-Door Car;Medsize
XR97812;California;2.345.084.479;No;Basic;College;2/22/11;Unemployed;M;0;Suburban;Single;69;1;56;0;1;Personal Auto;Personal L3;Offer1;Agent;331.2;Four-Door Car;Medsize
BW88060;California;8.783.165.364;No;Basic;High School or Below;01/03/2011;Disabled;F;16994;Suburban;Married;112;25;12;0;8;Personal Auto;Personal L3;Offer1;Call Center;806.4;SUV;Medsize
CP32818;Oregon;4.529.965.388;No;Basic;Bachelor;2/21/11;Employed;M;64270;Rural;Single;117;12;58;0;1;Personal Auto;Personal L3;Offer2;Agent;46.104.534;Sports Car;Small
CM52565;Nevada;6.033.222.351;No;Extended;High School or Below;2/16/11;Unemployed;F;0;Suburban;Single;83;4;3;0;3;Corporate Auto;Corporate L2;Offer2;Call Center;597.6;Four-Door Car;Medsize
YP40334;Oregon;5.308.246.978;No;Premium;Doctor;1/17/11;Unemployed;F;0;Rural;Single;145;29;70;0;1;Personal Auto;Personal L2;Offer2;Web;358.765.757;SUV;Medsize
KD63998;California;2.674.730.716;Yes;Basic;College;2/15/11;Employed;M;56342;Suburban;Single;69;12;89;0;1;Personal Auto;Personal L2;Offer2;Call Center;331.2;Four-Door Car;Small
VC77127;California;49.298.075;No;Basic;High School or Below;1/27/11;Unemployed;F;0;Suburban;Single;70;25;21;0;6;Personal Auto;Personal L3;Offer4;Call Center;837.438.442;Four-Door Car;Medsize
AM30008;California;1.413.112.134;No;Basic;High School or Below;01/09/2011;Employed;M;28327;Suburban;Single;185;29;26;0;3;Personal Auto;Personal L2;Offer4;Web;888;Luxury Car;Medsize
PC83755;Oregon;2.471.528.431;Yes;Basic;High School or Below;1/15/11;Employed;M;95697;Rural;Married;61;16;55;0;1;Personal Auto;Personal L2;Offer2;Agent;114.273.025;Two-Door Car;Medsize
XS22323;Arizona;6.005.214.792;Yes;Extended;High School or Below;01/12/2011;Employed;M;26876;Suburban;Single;76;17;72;0;8;Personal Auto;Personal L3;Offer1;Agent;364.8;Four-Door Car;Medsize
YM43461;Washington;1.408.263.918;No;Premium;College;1/19/11;Unemployed;M;0;Suburban;Single;102;17;91;0;2;Personal Auto;Personal L3;Offer1;Agent;734.4;Four-Door Car;Large
BH23017;Nevada;1.911.656.806;No;Basic;Bachelor;1/31/11;Unemployed;F;0;Suburban;Single;61;31;43;0;2;Personal Auto;Personal L3;Offer1;Branch;657.808.231;Two-Door Car;Small
OD18225;California;6.631.665.538;No;Extended;College;1/18/11;Employed;M;32918;Suburban;Married;84;33;69;0;3;Personal Auto;Personal L2;Offer3;Agent;403.2;Four-Door Car;Medsize
VE31507;Oregon;7.432.299.921;No;Basic;High School or Below;1/27/11;Unemployed;F;0;Suburban;Single;71;4;76;0;2;Personal Auto;Personal L3;Offer2;Web;447.333.545;Four-Door Car;Medsize
NR18672;Nevada;2.928.115.104;No;Basic;High School or Below;1/24/11;Employed;M;63127;Rural;Married;74;35;17;1;1;Personal Auto;Personal L1;Offer4;Agent;174.292.234;Two-Door Car;Large
DM76654;California;4.661.187.375;No;Extended;College;02/06/2011;Employed;M;22022;Suburban;Single;136;35;1;0;2;Personal Auto;Personal L2;Offer2;Branch;979.2;SUV;Large
YY11432;Oregon;1.651.500.927;No;Extended;High School or Below;02/01/2011;Employed;F;51725;Rural;Married;138;9;16;1;2;Personal Auto;Personal L3;Offer1;Agent;159.004.261;SUV;Medsize
BD77090;Washington;8.609.158.215;Yes;Basic;Bachelor;1/14/11;Employed;F;79090;Urban;Married;107;2;74;0;3;Personal Auto;Personal L1;Offer2;Branch;289.040.734;SUV;Medsize
XA75063;Oregon;1.021.356.338;No;Extended;College;01/09/2011;Employed;F;39719;Suburban;Divorced;131;1;57;0;3;Personal Auto;Personal L3;Offer1;Agent;628.8;Sports Car;Medsize
PQ13422;Nevada;1.004.928.585;No;Extended;College;1/22/11;Employed;M;58194;Suburban;Married;84;26;23;0;2;Personal Auto;Personal L3;Offer2;Web;450.996.589;Four-Door Car;Small
NA89685;Oregon;5.746.148.291;No;Basic;College;2/14/11;Employed;M;61990;Rural;Married;72;21;47;0;9;Personal Auto;Personal L3;Offer1;Agent;48.884.434;Four-Door Car;Medsize
AL35726;Oregon;3.746.751.625;Yes;Extended;College;2/26/11;Employed;F;41479;Rural;Married;94;14;38;1;1;Personal Auto;Personal L2;Offer2;Call Center;19.575.683;Two-Door Car;Large
WO70078;Oregon;7.486.068.405;No;Extended;Bachelor;01/03/2011;Employed;F;97899;Rural;Divorced;95;29;73;3;7;Personal Auto;Personal L3;Offer1;Branch;3.772.105;Four-Door Car;Medsize
CA56041;Nevada;9.120.065.162;No;Basic;College;2/16/11;Employed;F;63878;Urban;Married;113;32;47;0;9;Personal Auto;Personal L3;Offer3;Call Center;370.285.349;SUV;Small
HI41970;Oregon;5.678.046.711;No;Basic;High School or Below;1/14/11;Employed;F;68671;Rural;Married;70;30;49;0;6;Special Auto;Special L2;Offer2;Call Center;8.076.879;Two-Door Car;Medsize
AU46443;Nevada;7.517.083.811;No;Basic;Bachelor;2/28/11;Unemployed;F;0;Suburban;Single;102;19;13;0;3;Personal Auto;Personal L3;Offer1;Agent;1.178.995.926;SUV;Medsize
WC35554;Oregon;4.530.530.663;No;Basic;College;1/21/11;Employed;M;34640;Urban;Married;117;23;54;2;1;Personal Auto;Personal L2;Offer1;Call Center;466.318.191;Sports Car;Medsize
JR10216;California;2.691.380.574;No;Basic;Bachelor;1/31/11;Retired;F;21959;Suburban;Married;71;0;69;0;1;Corporate Auto;Corporate L3;Offer4;Web;340.8;Four-Door Car;Small
OH11674;Arizona;8.068.623.946;No;Basic;Bachelor;1/27/11;Employed;F;51584;Suburban;Divorced;69;11;98;2;2;Corporate Auto;Corporate L1;Offer1;Branch;368.919.773;Two-Door Car;Small
US85318;Oregon;2.478.576.723;No;Basic;Bachelor;02/08/2011;Employed;F;65744;Urban;Divorced;62;9;77;0;1;Corporate Auto;Corporate L3;Offer2;Call Center;166.507.217;Four-Door Car;Medsize
FS19862;Arizona;9.112.041.503;No;Basic;Bachelor;1/17/11;Disabled;F;25198;Suburban;Married;118;26;36;0;4;Personal Auto;Personal L3;Offer3;Call Center;566.4;SUV;Small
ZP80713;Arizona;2.772.441.318;No;Basic;Master;01/09/2011;Employed;F;79663;Urban;Divorced;69;14;39;0;1;Personal Auto;Personal L2;Offer3;Branch;263.957.201;Two-Door Car;Medsize
OK50159;Arizona;4.305.793.209;No;Basic;Bachelor;01/06/2011;Employed;F;31071;Rural;Single;111;0;57;2;1;Personal Auto;Personal L2;Offer2;Call Center;21.523.091;Sports Car;Small
TP54769;California;510.335.758;No;Extended;Bachelor;2/27/11;Employed;F;39452;Urban;Divorced;131;6;54;0;1;Corporate Auto;Corporate L3;Offer1;Web;398.190.882;SUV;Medsize
FS49381;Oregon;4.784.960.513;No;Basic;Bachelor;1/26/11;Employed;F;25813;Urban;Divorced;61;16;97;0;8;Personal Auto;Personal L1;Offer3;Agent;205.332.749;Four-Door Car;Medsize
DQ79499;Oregon;1.054.110.977;No;Extended;Doctor;02/11/2011;Employed;F;59965;Suburban;Married;131;7;54;0;7;Personal Auto;Personal L2;Offer1;Branch;905.030.448;SUV;Medsize
NM62724;Washington;2.179.425.137;No;Basic;High School or Below;02/09/2011;Unemployed;M;0;Suburban;Single;63;23;90;0;1;Personal Auto;Personal L3;Offer3;Branch;544.362.598;Two-Door Car;Medsize
VO25602;Nevada;7.610.840.476;No;Extended;College;02/06/2011;Employed;F;98701;Rural;Married;94;22;66;0;3;Personal Auto;Personal L1;Offer1;Branch;79.615.631;Four-Door Car;Small
EP93369;Arizona;8.510.525.936;No;Extended;College;01/08/2011;Unemployed;F;0;Suburban;Single;121;5;94;0;8;Personal Auto;Personal L2;Offer2;Branch;871.2;Sports Car;Medsize
DQ45854;Oregon;1.617.294.049;No;Basic;College;1/30/11;Employed;F;64388;Rural;Single;68;9;46;0;2;Personal Auto;Personal L3;Offer2;Branch;12.394.834;Four-Door Car;Medsize
QG15661;Oregon;2.425.494.812;No;Basic;College;02/08/2011;Employed;M;66841;Rural;Divorced;62;4;73;0;1;Personal Auto;Personal L3;Offer4;Call Center;123.436.634;Four-Door Car;Medsize
YA80645;Oregon;2.899.317.224;No;Basic;High School or Below;01/02/2011;Employed;F;33738;Urban;Divorced;74;6;50;1;1;Corporate Auto;Corporate L1;Offer2;Agent;304.390.472;Four-Door Car;Medsize
TW16499;California;363.305.403;No;Extended;Bachelor;2/28/11;Employed;M;43334;Suburban;Married;95;3;72;2;1;Corporate Auto;Corporate L2;Offer4;Call Center;614.367.195;Two-Door Car;Small
UP97629;California;3.457.154.249;No;Extended;College;01/06/2011;Unemployed;F;0;Urban;Married;91;13;89;0;1;Personal Auto;Personal L3;Offer3;Web;245.673.365;Four-Door Car;Medsize
NU42684;Nevada;3.394.720.301;No;Extended;College;1/28/11;Employed;F;83431;Suburban;Married;84;13;33;0;1;Personal Auto;Personal L3;Offer2;Web;403.2;Four-Door Car;Medsize
FS42690;Washington;37.814.548;No;Extended;College;02/01/2011;Employed;M;57647;Suburban;Married;94;3;99;0;1;Personal Auto;Personal L3;Offer1;Branch;451.2;Two-Door Car;Medsize
BM69818;Oregon;5.841.528.134;No;Extended;Bachelor;02/12/2011;Unemployed;M;0;Suburban;Divorced;79;17;4;0;3;Personal Auto;Personal L1;Offer1;Call Center;379.2;Four-Door Car;Large
HK15299;California;5.479.854.218;No;Basic;High School or Below;1/28/11;Employed;M;38210;Suburban;Married;69;25;41;0;3;Personal Auto;Personal L2;Offer2;Agent;383.043.363;Four-Door Car;Medsize
NP88496;Nevada;2.045.524.946;No;Basic;High School or Below;01/05/2011;Unemployed;F;0;Suburban;Married;67;28;72;0;2;Personal Auto;Personal L3;Offer3;Agent;482.4;Four-Door Car;Large
SB99002;Oregon;8.319.123.035;No;Basic;Bachelor;02/01/2011;Employed;F;49734;Rural;Married;69;3;41;0;2;Corporate Auto;Corporate L3;Offer4;Call Center;154.748.539;Four-Door Car;Medsize
VW82067;Washington;5.181.620.895;Yes;Basic;Master;02/03/2011;Employed;F;97131;Suburban;Married;64;5;80;0;6;Personal Auto;Personal L1;Offer2;Agent;307.2;Four-Door Car;Small
JG30837;Oregon;416.379.336;No;Basic;College;1/19/11;Disabled;M;11689;Suburban;Divorced;117;7;46;0;1;Corporate Auto;Corporate L3;Offer4;Web;561.6;SUV;Medsize
AC22873;Arizona;4.853.100.287;No;Extended;High School or Below;02/03/2011;Medical Leave;F;17120;Suburban;Married;125;14;95;0;1;Special Auto;Special L3;Offer1;Agent;717.285.949;SUV;Medsize
RO85831;Oregon;7.531.697.272;No;Basic;High School or Below;01/10/2011;Employed;M;82157;Suburban;Single;188;5;33;0;1;Corporate Auto;Corporate L3;Offer4;Agent;1353.6;Luxury Car;Medsize
WT71621;Washington;3.280.457.296;No;Extended;Bachelor;02/02/2011;Employed;F;63297;Urban;Married;82;1;33;0;1;Personal Auto;Personal L3;Offer2;Web;251.756.739;Four-Door Car;Medsize
OF24813;Washington;3.296.115.225;No;Basic;High School or Below;2/19/11;Employed;F;66014;Urban;Married;102;34;11;0;2;Personal Auto;Personal L3;Offer2;Branch;459.966.453;SUV;Medsize
GH31557;California;2.684.581.561;No;Basic;High School or Below;1/25/11;Employed;M;98121;Suburban;Divorced;67;22;49;0;1;Personal Auto;Personal L3;Offer2;Web;383.655.742;Two-Door Car;Small
WI89081;Washington;1.039.296.347;No;Extended;Bachelor;2/24/11;Employed;M;93495;Urban;Married;129;8;0;0;9;Personal Auto;Personal L1;Offer1;Agent;61.820.653;SUV;Medsize
IO27771;Oregon;9.036.657.561;No;Premium;College;01/07/2011;Employed;F;89382;Suburban;Married;112;2;61;0;3;Corporate Auto;Corporate L2;Offer1;Branch;573.990.258;Four-Door Car;Small
HB99061;Arizona;535.218.703;No;Extended;High School or Below;02/02/2011;Employed;F;97742;Rural;Married;132;6;52;0;1;Corporate Auto;Corporate L3;Offer4;Branch;199.590.599;SUV;Medsize
HQ82089;Arizona;1.188.096.623;No;Premium;High School or Below;1/23/11;Unemployed;F;0;Suburban;Single;114;29;96;0;2;Personal Auto;Personal L3;Offer1;Branch;820.8;Four-Door Car;Medsize
JN72184;Oregon;2.557.094.323;No;Basic;College;2/18/11;Unemployed;M;0;Suburban;Divorced;73;30;8;0;1;Corporate Auto;Corporate L1;Offer1;Branch;525.6;Four-Door Car;Medsize
WQ46946;California;791.482.311;No;Extended;College;02/09/2011;Employed;F;77153;Urban;Married;99;3;27;1;5;Personal Auto;Personal L3;Offer1;Branch;355.641.958;Four-Door Car;Medsize
WJ44028;California;9.840.082.616;No;Extended;Master;1/23/11;Employed;M;94590;Suburban;Married;81;26;31;0;2;Personal Auto;Personal L3;Offer2;Web;388.8;Two-Door Car;Medsize
WH77063;Arizona;4.351.550.504;No;Premium;High School or Below;02/09/2011;Employed;F;74163;Suburban;Married;108;14;63;0;1;Personal Auto;Personal L1;Offer4;Agent;518.4;Four-Door Car;Small
FI13966;Oregon;2.220.782.615;No;Premium;High School or Below;01/03/2011;Employed;F;40450;Suburban;Married;287;8;20;3;7;Personal Auto;Personal L3;Offer3;Branch;1377.6;Luxury SUV;Small
AQ46199;Oregon;4.825.258.632;No;Basic;High School or Below;01/07/2011;Unemployed;M;0;Suburban;Single;71;8;30;0;8;Personal Auto;Personal L2;Offer4;Web;511.2;Two-Door Car;Medsize
WV69362;Arizona;6.947.838.781;No;Extended;High School or Below;2/23/11;Unemployed;F;0;Suburban;Single;99;12;77;0;4;Corporate Auto;Corporate L3;Offer2;Call Center;475.2;Two-Door Car;Medsize
RJ90816;California;3.344.809.462;No;Extended;College;2/14/11;Employed;F;33243;Rural;Married;85;13;19;0;1;Personal Auto;Personal L3;Offer2;Call Center;24.555.177;Four-Door Car;Small
NH19236;Arizona;2.357.503.128;No;Basic;Master;2/23/11;Unemployed;M;0;Urban;Married;64;25;80;0;1;Personal Auto;Personal L3;Offer2;Branch;199.791.024;Four-Door Car;Medsize
VW88911;Oregon;3.594.471.048;No;Premium;High School or Below;2/13/11;Unemployed;M;0;Suburban;Single;114;33;55;0;2;Corporate Auto;Corporate L3;Offer1;Branch;820.8;Four-Door Car;Large
NV14535;Nevada;1.040.896.865;Yes;Basic;High School or Below;2/18/11;Retired;M;20228;Suburban;Divorced;101;3;43;1;2;Personal Auto;Personal L2;Offer1;Branch;523.815.839;SUV;Medsize
BM66931;Arizona;404.816.129;No;Basic;High School or Below;02/05/2011;Employed;F;92801;Urban;Married;100;24;23;0;1;Personal Auto;Personal L2;Offer2;Web;407.045.238;SUV;Medsize
